,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
2613, on 01/31/18 08:35 AM (PST),Ben ,2016 Toyota RAV4  LE 4dr SUV (2.5L 4cyl 6A),Very Solid Compact SUV," This car is not what I would call interesting, but it is very good at what it does. First, the interior of the base model is very good in my opinion. The front seats in this car are very comfortable they hug your sides even if you are of a more slender build. The leg room in the front seats is very good. I'm six feet tall, and there is still more room to move the seat back. The back seats have decent leg room as well, I would be comfortable riding in the back seats of this car for a long car trip. Storage in this car is also very good. I use this vehicle to carry music gear to all of my shows. I can fit a 4x8 bass cabinet, 2 guitar amps, 6 guitars, a six way guitar stand, a few effects pedals, mics and stands. With all of this there is still enough room to comfortably fit 3 people in the vehicle. 2 in the front, one in the 40 split in the back seat. The performance of this car is solid. I would not call this car fast, cause it's not, but the engine has plenty of power to merge on the highway, and move in and out of traffic. The steering on this car is also very good. It is light when making parking maneuvers, but tightens up when cornering more aggressively. I drove this car in the snow/ice this winter and it does fairly well. The traction control system is surprisingly good and getting the car to grip up in worse than ideal conditions.  Visibility in this car is good, The back window is harder to see out of then I would like, but the back up camera comes as standard in this vehicle, which is pretty useful. The mirrors are excellent with the blind spot mirrors in the corners, there is virtually no blind spot when adjusted correctly. The transmission is fairly good, but I honestly just don't like automatic transmissions coming from driving a 5 speed for 6 years before this car.  The Bluetooth in the car works very well for playing music I don't use it for much else. The text reading options kind of suck and the menus for the screens though logical take too many steps, but I'm driving a car so I usually don't mess with them any how. The steering wheel has a nice feel to it and the controls don't clutter it up too much. Fuel economy is good in this car. I usually get about 26 mpg when I fill up, that is usually mostly city driving and I tend to be a faster driver in general so I think that is pretty good. As for the quality of the interior, I would say it is good, I have black cloth seats, and they look nice, and the fabric breathes quite well, so even in hot Kentucky summers the car isn't unbearably warm. No mechanical issues with this car so far, it was a rental car that had 42k miles on it when I bought it so I figured it lived a tough life before I got it, but seems to have suffered no damage during that time. This vehicle is very easy to change the oil on if you were wondering. Everything is located underneath towards the front and with the large amount of ground clearance I can change the oil without putting it on jacks.",4
2614, on 12/04/17 07:49 AM (PST),Trish ,2016 Toyota RAV4  LE 4dr SUV AWD (2.5L 4cyl 6A),Raving over my 2016 RAV4," This is an amazing vehicle! I'm more than satisfied with all the features, the look, reliability, value and how it's known for holding its value, fuel efficiency, hands free calling, back up camera, and primarily with the way it hugs the road, and has a small car driving feel to it. I'm petite, and it doesn't feel like I'm driving a big vehicle I can't control. Although I'm petite, my kids and husband are tall, and they have a lot of leg room in the front and back with some to spare, which is nice. The only feature it doesn't have that I need at some point is a navigation system that links up with my phone. I'm sure newer models or the upgraded models have it, but my 2016 LE model does not. I bought a CPO, and love that I have the warranty available if I need it. Sheridan at Mountain states Toyota was more than helpful and even threw in new floor mats for my pre-owned SUV. Overall, I'm more than Satisfied. Thank you again Sheridan for making my vehicle buying experience a delightful one!",5
2615, on 11/30/17 07:12 AM (PST),katekebo ,2016 Toyota RAV4  Limited 4dr SUV AWD (2.5L 4cyl 6A),Dissapointing," This is our 2nd 4th-gen RAV4.  I had a 2013 which I sold after one year.  We purchased a 2016 Limited for my wife because she liked the looks and safety features.  The RAV is the probably the most disappointing car we have ever owned.  It is great on paper, but real life experience falls short of expectations.  Biggest issues are: 1) Very harsh / stiff ride.  Even small road imperfections translate into sharp, jarring bumps.  2) Uncomfortable seats.  Front seats are tiny and badly shaped.  I'm 5'7, 155 lb, and even being average-sized I feel like sitting on a chair designed for a child or a midget.  Rear seats aren't any better - flat and hard, like a wooden bench.  3) Noise.  Toyota improved the engine noise issue (which was terrible in the 2013 model), but road noise is still very bad.  I can hear every car around me - it's like riding with open windows.  Interior materials feel cheap.  Overall, the RAV feels like riding in a cheap $15k sub-compact, not a $30k SUV.  Very disappointing, and probably the last Toyota we will buy (after 5 other).  NOT RECOMMENDED.",2
2616, on 10/28/17 11:21 AM (PDT),FIJI M. ,2016 Toyota RAV4  LE 4dr SUV (2.5L 4cyl 6A),RAVING WITH THE 2016 RAV4!," The good: Reliability, safety, roomy inside & rear storage & affordability. The bad: fuel economy could be better compared to other small suv's IN same class. Powertrain not comparable to small suv's in same class. *However Toyota RAV4's are a very good value for  its same class of small suv's.",4
2617, on 10/22/17 21:02 PM (PDT),Gina ,2016 Toyota RAV4  XLE 4dr SUV (2.5L 4cyl 6A),Not a fan," I was really excited to buy the 2015, but ended up trading it in. The ride is so stiff and firm that you can feel virtually every bump in the road. It's harsh, jarring, and so uncomfortable. If you are driving on anything but perfectly even pavement, it will feel extremely rough. Like many, I bought the car because I have a very outdoorsy lifestyle, i.e. frequent trips to trails, forest roads, etc. The Rav simply could not keep up; the suspension design is AWFUL--it slams over bumps and feels very bouncy and unstable. There were frequent rattles from the cheap plastic on the interior, which drove me nuts, and the AWD was sub par at best. I would not recommend this vehicle for anyone who likes to venture outside of city limits. Unfortunately, I also believe that the brake system is flawed- they often felt ""spongey"" and unresponsive. I was experiencing excessive vibration while braking at 20K, and found out that I had completely warped/worn rotors. A practically new vehicle should not require a repair like that.",2
2618, on 09/15/17 16:52 PM (PDT),tami z ,2016 Toyota RAV4  Limited 4dr SUV AWD (2.5L 4cyl 6A),RAV," I loved this car overall. Ended up purchasing a 2014 with low miles. Esentially the same car. Wanted to keep payments down. Looked at 2017's too. They are all pretty much the same car. FYI, leather seats are no longer real leather. Some Toyota leatherette substitue.",5
2619, on 05/14/17 07:15 AM (PDT),Rick Paul ,2016 Toyota RAV4  LE 4dr SUV AWD (2.5L 4cyl 6A),Back Problems," I have to get rid of this car because I can't drive it without being hobbled by back pain even for short distances.  The front seat has a ""lumbar support"" that digs into my back just above my belt line. I've adjusted the seat every which way possible. I've tried after market seat cushions and pillows to no avail.  I wanted to give this vehicle a chance because there are many things to like about it compared against the other cars I've test driven. I will lose money when I rid myself of it after only 3 months.   Otherwise, I like the smooth power delivery and most notably the quality of the interior. It comes without a lot of frills that come standard on some competitors,  like adjustable speed intermittent wipers, automatic headlights, and push button start but it has a high quality feel.  The interior switches and the fit and finish are top notch. This is why I bought it. IF YOU HAVE ANY BACK PROBLEMS, OR EVEN IF YOU DON'T, TAKE  A LONG TERM TEST DRIVE OR RENT ONE FIRST.  IF YOU ARE NOT ABLE TO DO THIS, DO NOT BUY THIS CAR.",3
2620, on 05/05/17 11:24 AM (PDT),jsohiorenter ,2016 Toyota RAV4  LE 4dr SUV AWD (2.5L 4cyl 6A),"ok rental. lots of space. great city, bad freeway"," Very attractive little suv, esp with the alloy wheels, which were above and beyond the entry level offerings for other comparable vehicles. Nice. For a small suv, great cargo space and overall roominess. The powertrain is really great and smooth up to about 35 and accelerates nicely. But get this thing going faster and the engine seems to really labor, buzz unpleasantly, and the transmission seems to get confused, searching for gears then delivering some really hard shifts. The trip display computer is not as intuitive as those in other cars. Lots of wind noise from the windshield. Ride was very good and there were no rattles or squeaks, good considering it was old by rental car standards, pushing 30k. The freeway ride was a little unsettling in that steering was imprecise and floaty. the driving position was pretty good, but would have appreciated a seat that raised up a little higher and the console armrest was too far back to be useful with a hand on the wheel. Ergonomically, it gets a big F just for the window switches alone. your left arm almost has to reach awkwardly around the door handle to get to the power windows. Bad design here. No long term review as I only drove it for three days, but probably wouldn't buy it. Brake pedal modulation was terrible. you have to push the pedal a few inches with no resistance or response whatsoever, then a sudden grab.",3
2621, on 04/29/17 13:59 PM (PDT),Arlene ,2016 Toyota RAV4  XLE 4dr SUV (2.5L 4cyl 6A),What good are safety signals they can't be heard, What good are safety signals if they can't be heard above a radio. or even road noise if the windows or moon roof is open. The lane drift would never be heard if a person falls to sleep.  I asked about making them louder but was told it was impossible,4
2622, on 04/16/17 10:57 AM (PDT),Phoebe ,2016 Toyota RAV4  XLE 4dr SUV AWD (2.5L 4cyl 6A),Ride in Confidence," I did small SUV research and comparison before I purchased the Rav4.  It's one of the best cars I have ever owned...and I have owed a few but I am sold on Toyota's ability to image and to have captured what drivers want in a small SUV.  The safety features which are standard, the design, ride, comfort and style is excellent.  Toyota has built a car for me and my family; and I believe it will not be the only Toyota I will buy.  It's an excellent car and provides me with a peace of mind.  Thank you Toyota...keep producing quality cars, at reasonable prices!",5
2623, on 04/16/17 06:31 AM (PDT),Don Robitaille ,2016 Toyota RAV4  XLE 4dr SUV AWD (2.5L 4cyl 6A),Very Disappointed....," Do your homework and don't trust the brochures. First of all this is a hybrid XLE. I was the proud and happy owner of 2 Camry hybrid XLE's since 2006. Both of the Camry's had automatic headlights. The brochure stated that the 2016 RAV 4 also had automatic headlights and I also expected that in the XLE model. To make a long story short it doesn't have automatic headlights.  The gas mileage is horrible for a hybrid at 24-25 mpg. The on board computer shows 27.2 mpg. But when you divide total mileage by gallons of gas at a fill up it comes out to 25 mpg give or take a few tenths of a gallon. Never comes close to the alleged mpg on the display. The road noise at 50+ mph is very poor. I have to keep checking that all the windows are tightly closed and they are. The contacts in the telephone display disappear at random, usually once a month and I have to reset my phone to the vehicle via bluetooth. Toyota did an update to fix the problem and a month later all my contacts disappeared again. There are other problems, but this is enough for now. I loved my Camry Hybrids and I can't wait to get rid of this RAV 4. I don't think I would even buy another Toyota after this experience and I was their best ambassador as a Camry owner. The latest negative and once again shame on me is during a warm day with passengers in the back seat complaining how warm it was, I had the AC on in the front seat, I told them they had there own controls  to turn it on in the back seat area ( my previous Camry's had the separate controls for the back. They said we don't see anything, I pulled over to show them and to my embarrassment they were right. There was no AC in the back and they spent the rest of the ride sweltering. All my telephone contacts are still disappearing at random after 2 alleged software updates at Toyota. The sticker said the average gas mileage is a combined 33 mpg. The on board computer claims I'm getting 27.9 mpg. When you do it the old way of keeping track of your mileage and dividing the number of gallons on a fill up it is around 25 mpg. My Toyota days are over !",2
